Labels;Sentences
[1,2,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,1,2,2,0,0,0];"[ ""Thabiso"", ""Baholo"", ""("", ""1:22.22"", "")"", "","", ""Lehlohonolo"", ""Moromella"", ""("", ""1:34.45"", "")"", "","", ""Boipelo"", ""Makhothi"", ""("", ""1:18.30"", "")"", "","", ""Seele"", ""Benjamin"", ""Ntai"", ""("", ""1:27.99"", "")"" ]"
[1,2,0,1,2,0,0,0];"[ ""Blake"", ""Griffin"", "","", ""DeAndre"", ""Jordan"", ""("", ""15"", "")"" ]"
[0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0];"[ ""A"", ""painting"", ""of"", ""the"", ""proceedings"", ""was"", ""commissioned"", ""that"", ""today"", ""is"", ""in"", ""the"", ""National"", ""Portrait"", ""Gallery"", ""."" ]"
[5,0,5];"[ ""Yenicə"", "","", ""Yevlakh"" ]"
[5,6,6,6,6,6];"[ ""Valea"", ""Căldării"", ""River"", ""("", ""Sfârcașu"", "")"" ]"
[5,6,0,5];"[ ""Sawyer"", ""County"", "","", ""Wisconsin"" ]"
[0,0,0,0,0,0];"[ ""Table"", ""of"", ""administrative"", ""divisions"", ""by"", ""country"" ]"
[0,1,2,0,0,0,1,2,0,0];"[ ""**"", ""Marcus"", ""Campbell"", ""0–"", ""''"", ""'3"", ""Ding"", ""Junhui"", ""''"", ""'"" ]"
[1,2,0,0,0];"[ ""Hale"", ""Boggs"", ""("", ""D"", "")"" ]"
[0,0,0,0,0,0,0,0,0];"[ ""Its"", ""population"", ""at"", ""the"", ""2011"", ""census"", ""was"", ""155"", ""."" ]"
[0,0,0,0,0];"[ ""Goodbye"", ""Yellow"", ""Brick"", ""Road"", ""''"" ]"
[5,6,0,5,6,0,5];"[ ""Bingham"", ""Township"", "","", ""Clinton"", ""County"", "","", ""Michigan"" ]"
[0,0,0,5,6];"[ ""Communes"", ""of"", ""the"", ""Aisne"", ""department"" ]"
[0,0,0,0,0,0,0,5,0,5,6,0];"[ ""In"", ""2014"", "","", ""the"", ""family"", ""moved"", ""to"", ""Vancouver"", "","", ""British"", ""Columbia"", ""."" ]"
[0,0,0,0,0,0,0,0];"[ ""In"", ""April"", ""1917"", ""he"", ""was"", ""promoted"", ""Rear-Admiral"", ""."" ]"
[0,1,2,0,0,0];"[ ""3-1"", ""Saša"", ""Bjelanović"", ""("", ""80"", "")"" ]"
[5,6,0,5];"[ ""Lake"", ""Ridge"", "","", ""Virginia"" ]"
[0,0,0,1,2];"[ ""Head"", ""Coach"", "":"", ""Clive"", ""Woodward"" ]"
[5,0,5,0,5,0,0,0,0,0,0,0,0];"[ ""Europe"", "","", ""Australia"", ""and"", ""Asia"", ""were"", ""added"", ""to"", ""the"", ""itinerary"", ""for"", ""2012"", ""."" ]"
[0,0,0,0,0,0];"[ ""'"", ""''"", ""Desert"", ""Wine"", ""''"", ""'"" ]"
[1,2,0,0,0,0,0];"[ ""John"", ""Clifford"", "","", ""9th"", ""Baron"", ""de"", ""Clifford"" ]"
[0,0,0,0,0,0,1,2];"[ ""*1991"", "":"", ""''So"", ""Intense"", ""''"", ""-"", ""Lisa"", ""Fischer"" ]"
[0,0,0,0,0,0,0,0,0];"[ ""``"", ""Do"", ""n't"", ""Think"", ""You"", ""'re"", ""the"", ""First"", ""''"" ]"
[3,4,4,4,4,4];"[ ""American"", ""Production"", ""and"", ""Inventory"", ""Control"", ""Society"" ]"
[0,0,0,0,0,0,0,0,0,0];"[ ""''"", ""Wakin"", ""on"", ""a"", ""Pretty"", ""Daze"", ""''"", ""("", ""2013"", "")"" ]"
[5,0,0,0,0];"[ ""Indiantown"", ""("", ""64.6"", ""%"", "")"" ]"
[0,0,1,2,0,0];"[ ""'"", ""''"", ""Sean"", ""Emmett"", ""''"", ""'"" ]"
[0,1,2,3];"[ ""Prof"", ""John"", ""Joseph"", ""Haldane"" ]"
[0,0,0,0,5,0,0,0,0];"[ ""The"", ""first"", ""location"", ""was"", ""Hanau"", ""in"", ""January"", ""2009"", ""."" ]"
[0,0,1,2,0,0,0,0];"[ ""*Bass"", ""-"", ""Dee"", ""Murray"", ""("", ""All"", ""tracks"", "")"" ]"
[3,4,4,4];"[ ""California"", ""State"", ""Route"", ""41"" ]"
[0,3,4,4,4,4,4];"[ ""2014–15"", ""Clemson"", ""Tigers"", ""women"", ""'s"", ""basketball"", ""team"" ]"
[0,0,0,0,0,0,0,0,0];"[ ""''"", ""Leona"", ""binoevatus"", ""''"", ""("", ""Mabille"", "","", ""1891"", "")"" ]"
[0,3,4,0];"[ ""with"", ""The"", ""Cardinals"", ""''"" ]"
[5,0,5];"[ ""Raziabad"", "","", ""Qazvin"" ]"
[1,2,0,0,0,0];"[ ""Avril"", ""Lavigne"", ""–"", ""Goodbye"", ""Lullaby"", ""''"" ]"
[1,2,0,0,0,];"[ ""Robert"", ""Metcalfe"", ""("", ""Hebraist"", "")"" ]"
[0,0,0,0,0,3,4,4,4,0];"[ ""He"", ""then"", ""went"", ""to"", ""the"", ""University"", ""of"", ""San"", ""Francisco"", ""."" ]"
[0,0,0,0,1,0,0];"[ ""''"", ""Parornix"", ""maliphaga"", ""''"", ""Kuznetzov"", "","", ""1979"" ]"
[0,0,0,0,0,0,0,0,0,0,5] ;"[ ""National"", ""Register"", ""of"", ""Historic"", ""Places"", ""listings"", ""in"", ""Cloud"", ""County"", "","", ""Kansas"" ]"
[5,0,5];"[ ""Gazi"", "","", ""Crete"" ]"
[1,0,0,0];"[ ""Daniel"", ""the"", ""Naughty"", ""''"" ]"
[3,0,5,0,5,6];"[ ""Tórsvøllur"", "","", ""Tórshavn"", "","", ""Faroe"", ""Islands"" ]"
[0,0,0,0,0,0,0,3,4,0,0,0,0,0,0];"[ ""In"", ""September"", ""2007"", "","", ""she"", ""made"", ""her"", ""Metropolitan"", ""Opera"", ""debut"", ""in"", ""the"", ""same"", ""role"", ""."" ]"
[1,2,0,3,4,4,0,0,0,0,3,4];"[ ""Jim"", ""Riggleman"", "","", ""Major"", ""League"", ""Baseball"", ""former"", ""manager"", ""of"", ""the"", ""Washington"", ""Nationals"" ]"
[5,0,5];"[ ""Superior"", "","", ""Wisconsin"" ]"
[3,4,4,4,4];"[ ""Australian"", ""Federation"", ""of"", ""Islamic"", ""Councils"" ]"
[1,2,2];"[ ""C."", ""J."", ""Cherryh"" ]"
[3,0,0,0];"[ ""Nation"", ""("", ""nightclub"", "")"" ]"
[1,2,2,0,0,0,5];"[ ""Louis"", ""Henry"", ""II"", "","", ""Prince"", ""of"", ""Condé"" ]"
[0,0,0,0,5,0,5,0];"[ ""It"", ""is"", ""distributed"", ""in"", ""Africa"", ""and"", ""Asia"", ""."" ]"
[0,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0];"[ ""'"", ""''"", ""Albert"", ""Gore"", "","", ""Sr"", ""."", ""("", ""D"", "")"", ""67.5"", ""%"", ""'"", ""''"", ""H"", ""."" ]"
[1,2,2];"[ ""B."", ""J."", ""Habibie"" ]"
[0,0,5,0,0];"[ ""'"", ""''"", ""Tennessee"", ""''"", ""'"" ]"
[5,0,5,6,6];"[ ""Głogowa"", "","", ""Ostrów"", ""Wielkopolski"", ""County"" ]"
[0,0,0,0,0,0,0,0,0,0,0,0,0,0];"[ ""The"", ""non-perfective"", ""personal"", ""suffixes"", "","", ""continued"", ""from"", ""Middle"", ""Indo-Aryan"", "","", ""are"", ""as"", ""follows"", "":"" ]"
[5,0,5,0,0,0];"[ ""Dolton"", "","", ""Illinois"", ""–"", ""$"", ""18,102"" ]"
[1,2,0,1,2,0,1,2];"[ ""Marcus"", ""Brigstocke"", "","", ""Graham"", ""Norton"", "","", ""Sandi"", ""Toksvig"" ]"
[5,0,5,6,6];"[ ""Summerside]]"", "","", ""Prince"", ""Edward"", ""Island"" ]"
[0,0,0,5,6];"[ ""Communes"", ""of"", ""the"", ""Cher"", ""department"" ]"
[0,0,0,1,2];"[ ""*September"", ""8"", ""–"", ""Logan"", ""Schafer"" ]"
[0,0,0,0,0];"[ ""Cauldron"", ""''"", ""("", ""2008"", "")"" ]"
[0,0,0,5,0,0,0,0,0];"[ ""They"", ""arrived"", ""in"", ""Chaul"", ""on"", ""10"", ""November"", ""1583"", ""."" ]"
[1,2,0,0,1,0,0];"[ ""Jacob"", ""Pleydell-Bouverie"", "","", ""6th"", ""Earl"", ""of"", ""Radnor"" ]"
[1,2,2];"[ ""Pope"", ""Gregory"", ""VII"" ]"
[0,0,0,0,0,0,3,4,4,4,0];"[ ""All"", ""of"", ""the"", ""members"", ""currently"", ""attend"", ""Leeds"", ""College"", ""of"", ""Music"", ""."" ]"
[5,6,6];"[ ""Halle"", ""Georges"", ""Carpentier"" ]"
[0,0,0,0,5,0,5,0];"[ ""He"", ""was"", ""born"", ""in"", ""Provo"", "","", ""Utah"", ""."" ]"
[5,6,6,0,0,0,0,0,0,0,0];"[ ""Guangzhou"", ""West"", ""Tower"", ""("", ""'"", ""''"", ""topped"", ""out"", ""''"", ""'"", "")"" ]"
[0,0,0,0,1,2];"[ "":"", ""Voiced"", ""by"", "":"", ""Yōji"", ""Ueda"" ]"
[0,0,0,0];"[ ""''"", ""Idiocnemis"", ""bidentata"", ""''"" ]"
[0,0,0,1,2,0];"[ ""The"", ""Doctor"", ""("", ""Doctor"", ""Who"", "")"" ]"
[3,4,4,4,4,4,4,4,4,4,0];"[ ""Church"", ""of"", ""the"", ""Immaculate"", ""Conception"", ""of"", ""the"", ""Blessed"", ""Virgin"", ""Mary"", ""-"" ]"
[1,2,0,0,0,0,0,0,0,0];"[ ""Winfried"", ""Schäfer"", ""–"", ""1"", ""July"", ""1986"", ""–"", ""25"", ""March"", ""1998"" ]"
[1,0,0];"[ ""Elisabeth"", ""of"", ""Brandenburg-Küstrin"" ]"
[0,0,0,0,5,0,5,0];"[ ""It"", ""is"", ""found"", ""in"", ""Palestine"", ""and"", ""Libya"", ""."" ]"
[1,2,0,0,0];"[ ""Penny"", ""Moore"", ""("", ""F"", "")"" ]"
[0,0,1,2,0,0];"[ ""'"", ""''"", ""Shelby"", ""Lynne"", ""''"", ""'"" ]"
[5,6,0,5,6];"[ ""Line"", ""8"", "","", ""Beijing"", ""Subway"" ]"
[1,2,2,2];"[ ""J."", ""E."", ""B."", ""Stuart"" ]"
[0,0,0,0,5,0];"[ ""He"", ""was"", ""born"", ""in"", ""Milan"", ""."" ]"
[0,0,0,0];"[ ""''"", ""Phricanthes"", ""flexilineana"", ""''"" ]"
[0,0,0,0,0,0,0,0,0,0,0,1,2,2,0] ;"[ ""However"", "","", ""it"", ""was"", ""to"", ""prove"", ""a"", ""challenging"", ""afternoon"", ""at"", ""the"", ""Don"", ""Valley"", ""Stadium"", ""."" ]"
[0,0,0,0,0];"[ ""Rich"", ""Love"", "","", ""Poor"", ""Love"" ]"
[0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0];"[ ""He"", ""then"", ""signed"", ""for"", ""TuS"", ""Celle"", ""FC"", ""in"", ""1995"", "","", ""where"", ""he"", ""played"", ""for"", ""two"", ""years"", ""before"", ""joining"", ""Stuttgarter"", ""Kickers"", ""."" ]"
[3,4,0,3,4,0,0];"[ ""Islington"", ""West"", ""("", ""UK"", ""Parliament"", ""constituency"", "")"" ]"
[0,0,0,0,0,0,0,0,0];"[ ""''"", ""Yu-Gi-Oh"", ""!"", ""Duel"", ""Monsters"", ""''"", ""("", ""2000"", "")"" ]"
[1,0,1,0];"[ ""Yehoash"", ""("", ""Blumgarten"", "")"" ]"
[0,0,0,0,5];"[ ""List"", ""of"", ""rulers"", ""of"", ""Morocco"" ]"
[5,0,0,5,6];"[ ""Driebergen-Rijsenburg"", "">"", "">"", ""Utrechtse"", ""Heuvelrug"" ]"
[1,2,2];"[ ""Iñigo"", ""Ed."", ""Regalado"" ]"
[0,1,0,0];"[ ""Princess"", ""Margarita"", ""of"", ""Bourbon-Parma"" ]"
[5,6,0,5,6,0,5,6];"[ ""Washington"", ""Township"", "","", ""Gloucester"", ""County"", "","", ""New"", ""Jersey"" ]"
[0,0,1,2,2];"[ ""Interviewed"", ""by"", ""Edward"", ""R."", ""Murrow"" ]"
[5,6,0,5];"[ ""Qanbar"", ""Mahalleh"", "","", ""Astara"" ]"
[1,2,2,0,3,0];"[ ""Oinam"", ""Bembem"", ""Devi"", ""("", ""NRWSC"", "")"" ]"
[1,2,2,0,1,2];"[ ""Guy-Manuel"", ""de"", ""Homem-Christo"", "","", ""Thomas"", ""Bangalter"" ]"
[3,4,4,4];"[ ""England"", ""national"", ""netball"", ""team"" ]"
[0,0,0,0,0];"[ ""Cuando"", ""llega"", ""el"", ""amor"", ""''"" ]"
[5,6,6];"[ ""Western"", ""Interior"", ""Seaway"" ]"
[0,0,0,0,1,0,0];"[ ""''"", ""Anthocharis"", ""damone"", ""''"", ""Boisduval"", "","", ""1836"" ]"
[0,0,0,5,0];"[ ""3523"", "")"", ""in"", ""Oxford"", ""."" ]"
[1,2,2,2,2,0,0,0,0,0];"[ ""Alex"", ""Bogomolov"", "","", ""Jr"", ""."", ""''"", ""("", ""Second"", ""round"", "")"" ]"
[5,0,5];"[ ""Lewiston"", "","", ""Wisconsin"" ]"
[1,2,2];"[ ""Alexander"", ""Hamilton"", ""Wallis"" ]"
[5,6,6,6,6];"[ ""Communes"", ""of"", ""the"", ""Corse-du-Sud"", ""department"" ]"
[0,0,0,0,0,0,0,0,0,0];"[ ""List"", ""of"", ""The"", ""Suite"", ""Life"", ""of"", ""Zack"", ""&"", ""Cody"", ""episodes"" ]"
[3,4,4,0,5,6,6,0];"[ ""Hunts"", ""Point"", ""Avenue"", ""("", ""IRT"", ""Pelham"", ""Line"", "")"" ]"
[5,0,0,0,0,5,6,6,6,0,0,0];"[ ""Yorkshire"", ""("", ""1875–89"", "")"", "","", ""West"", ""Riding"", ""of"", ""Yorkshire"", ""("", ""1889–94"", "")"" ]"
[1,2,0,1,2,0,0,0,0];"[ ""Jake"", ""Goldsbie"", ""as"", ""Toby"", ""Isaacs"", ""("", ""15"", ""episodes"", "")"" ]"
[0,0,0,0,0];"[ ""Where"", ""'s"", ""Captain"", ""Kirk"", ""?"" ]"
[1,2,0,0,0];"[ ""Peadar"", ""Doyle"", ""("", ""Retired"", "")"" ]"
[5,6,6,6];"[ ""Grand"", ""Staircase-Escalante"", ""National"", ""Monument"" ]"
[0,0,0,0,0,5,0,0,0];"[ ""''"", ""Yponomeuta"", ""rorrella"", ""''"", ""("", ""Hübner"", "","", ""1796"", "")"" ]"
[1,2,0,1,2];"[ ""Sabrina"", ""Lefrançois"", ""/"", ""Jérôme"", ""Blanchard"" ]"
[3,4,4,4,4];"[ ""Texas"", ""Commission"", ""on"", ""Environmental"", ""Quality"" ]"
[0,0,0,0,0];"[ ""*5856"", ""-"", ""Dioryctria"", ""contortella"", ""''"" ]"
[5,6,0,5,6];"[ ""Allamuchy"", ""Township"", "","", ""New"", ""Jersey"" ]"
[0,0,0,3,4,0,0,0];"[ ""February"", ""21"", "":"", ""SBS"", ""Plus"", ""is"", ""launched"", ""."" ]"
[5,6,6,6,6,6,6,0,0,0];"[ ""Monumento"", ""a"", ""los"", ""heroes"", ""de"", ""El"", ""Polvorín"", ""("", ""obelisk"", "")"" ]"
[0,0,1,2,0,0];"[ ""'"", ""''"", ""Dennis"", ""Franz"", ""''"", ""'"" ]"
[0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0];"[ ""The"", ""final"", ""match"", ""was"", ""played"", ""at"", ""the"", ""PGE"", ""Narodowy"", "","", ""Warsaw"", ""on"", ""2"", ""May"", ""2016"", ""."" ]"
[0,0,0,0,0,0,3,4,4,4,0];"[ ""Today"", "","", ""it"", ""is"", ""part"", ""of"", ""Campbell"", ""Valley"", ""Regional"", ""Park"", ""."" ]"
[5,0,5,6,0];"[ ""Paraná"", ""("", ""Except"", ""Curitiba"", "")"" ]"
[1,2,2];"[ ""Chökyi"", ""Nyima"", ""Rinpoche"" ]"
[1,2,0,0,0,0,0,0,0,0,0,0,0];"[ ""Niels"", ""Neergaard"", ""("", ""May"", ""5"", "","", ""1920"", ""–"", ""April"", ""23"", "","", ""1924"", "")"" ]"
[3,4,4,0,5,0,0,0,0];"[ ""The"", ""Buffalo"", ""Ranch"", ""in"", ""Bitzaron"", ""is"", ""very"", ""famous"", ""."" ]"
[3,4,4,4];"[ ""Diamond"", ""Valley"", ""United"", ""SC"" ]"
[5,0,5,6];"[ ""Bożewo"", "","", ""Płońsk"", ""County"" ]"
[1,2,2,0,0,0];"[ ""Orlando"", ""B."", ""Ficklin"", ""("", ""D"", "")"" ]"
[0,0,0,1,2,0];"[ ""Firework]]"", ""''"", ""("", ""Katy"", ""Perry"", "")"" ]"
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ];"[ ""Staind"", "","", ""Linkin"", ""Park"", "","", ""System"", ""of"", ""a"", ""Down"", "","", ""New"", ""Found"", ""Glory"" ]"
[ 3, 4, 4, 4, 4, 4, 4 ];"[ ""Part"", ""J"", "":"", ""Journal"", ""of"", ""Engineering"", ""Tribology"" ]"
[ 0, 0, 0, 0, 0, 0, 5, 0 ];"[ ""Transferred"", ""while"", ""under"", ""construction"", ""to"", ""the"", ""Netherlands"", ""."" ]"
[ 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ];"[ ""He"", ""also"", ""learned"", ""to"", ""imitate"", ""Spencer"", ""Chamberlain"", ""'s"", ""("", ""singer"", ""of"", ""Underoath"", "")"", ""screamed"", ""vocal"", ""technique"", ""."" ]"
[ 0, 0, 0, 0, 0, 0 ];"[ ""Tipping"", ""Point"", ""("", ""game"", ""show"", "")"" ]"
[ 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0 ];"[ ""Humphrey"", "","", ""Duke"", ""of"", ""Gloucester"", ""("", ""27"", ""January"", ""1415"", ""–"", ""23"", ""February"", ""1447"", "")"" ]"
[ 1, 2, 0, 0, 0, 0, 0 ];"[ ""Sanam"", ""Singh"", ""''"", ""("", ""Second"", ""Round"", "")"" ]"
[ 0, 0, 0, 0, 0, 0, 0, 0, 0 ];"[ ""''"", ""Minois"", ""dryas"", ""''"", ""("", ""Scopoli"", "","", ""1763"", "")"" ]"
[ 3,4,0,0 ] ;"[ ""Kelly"", ""Moore"", ""-"", ""548"" ]"
[ 0, 0, 0, 0, 0 ];"[ ""''"", ""TGV"", ""Réseau"", ""''"", ""'"" ]"
[ 1, 2, 2, 0, 0, 0, 0, 0, 0 ];"[ ""William"", ""T."", ""Vollmann"", "","", ""("", ""attended"", "")"", ""–"", ""novelist"" ]"
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0 ];"[ ""In"", ""1947"", ""he"", ""became"", ""professor"", ""''extraordinarius"", ""''"", ""at"", ""the"", ""University"", ""of"", ""Bamberg"", "","", ""but"", ""left"", ""after"", ""a"", ""short"", ""time"", ""."" ]"
[ 5, 6, 0, 5, 6 ];"[ ""Pirdop"", ""Gate"", "","", ""Livingston"", ""Island"" ]"
[ 0, 0, 0, 3, 4, 4, 4 ];"[ ""*Corporate"", ""Sponsor"", "":"", ""Cookson"", ""Group"", "","", ""plc"" ]"
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ];"[ ""In"", ""1958"", ""and"", ""1959"", "","", ""he"", ""was"", ""also"", ""Financial"", ""Secretary"", ""to"", ""the"", ""Admiralty"", ""."" ]"
[ 0, 1, 2, 0, 0 ];"[ "")"", ""Ragnhild"", ""Hveger"", ""("", ""?"" ]"
[ 0, 0, 0, 3, 4, 0, 0, 0 ];"[ ""He"", ""graduated"", ""from"", ""Yale"", ""College"", ""in"", ""1849"", ""."" ]"
[ 0, 0, 1, 2, 1, 2, 0, 0, 0, 0 ];"[ ""'"", ""''"", ""Bethanie"", ""Mattek-Sands"", ""Meghann"", ""Shaughnessy"", ""''"", ""'6–4"", "","", ""6–2"" ]"
[ 5, 6, 6, 6, 6 ];"[ ""River"", ""Road"", ""Independent"", ""School"", ""District"" ]"
[ 0, 0, 0, 3, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0 ];"[ ""Member"", ""of"", ""the"", ""North"", ""Rhine-Westphalia"", ""Academy"", ""for"", ""Sciences"", ""and"", ""Arts"", ""("", ""since"", ""2002"", "")"" ]"
[ 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 6, 0 ];"[ ""He"", ""died"", ""at"", ""the"", ""age"", ""of"", ""73"", ""in"", ""Camden"", "","", ""Greater"", ""London"", ""."" ]"
[ 5, 6, 6, 6, 6 ];"[ ""Communes"", ""of"", ""the"", ""Saône-et-Loire"", ""department"" ]"
[ 0, 0, 0, 0, 0, 5, 6 ];"[ ""rect"", ""350"", ""740"", ""510"", ""800"", ""Hartford"", ""City"" ]"
[ 5, 6, 0, 5 ];"[ ""Liberty"", ""County"", "","", ""Florida"" ]"
[ 1, 2, 2 ];"[ ""Ransom"", ""A."", ""Myers"" ]"
[ 0, 5, 6, 6, 0, 0, 0, 1, 0, 0, 0, 0 ];"[ ""''"", ""Kingdom"", ""of"", ""England"", ""''"", ""'"", ""–"", ""Edward"", ""IV"", ""("", ""1461–1483"", "")"" ]"
[ 1, 2, 0, 5, 6, 0 ];"[ ""Thomas"", ""Foster"", ""("", ""Los"", ""Angeles"", "")"" ]"
[ 1, 0, 0, 0, 1, 2, 0 ];"[ ""Mariamne"", ""("", ""daughter"", ""of"", ""Herod"", ""Agrippa"", "")"" ]"
[ 0, 0, 0, 0, 5, 0, 5, 0 ];"[ ""It"", ""was"", ""headquartered"", ""in"", ""Fairfax"", "","", ""Virginia"", ""."" ]"
[ 1, 2, 0, 1, 2 ];"[ ""Lubov"", ""Iliushechkina"", ""/"", ""Nodari"", ""Maisuradze"" ]"
[ 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2 ];"[ ""**"", ""Personnel"", ""Chair"", "":"", ""Jim"", ""Webb"", "","", ""Ranking"", "":"", ""Lindsey"", ""Graham"" ]"
[ 0, 0, 0, 3, 0, 1, 2, 0 ];"[ ""*October"", ""2011"", "":"", ""Stenhousemuir"", ""striker"", ""Andy"", ""Rodgers"", ""."" ]"
[ 1, 2, 0, 0, 0, 0, 0 ];"[ ""Adrien"", ""Delorme"", ""''"", ""–"", ""2"", ""items"", "";"" ]"
[ 0, 0, 0, 0, 0, 0, 0, 0 ];"[ ""List"", ""of"", ""modern"", ""infantry"", ""related"", ""terms"", ""and"", ""acronyms"" ]"
[ 0, 3, 4, 0, 0 ];"[ ""''"", ""USA"", ""Wrestling"", ""''"", ""'"" ]"
[ 1, 2, 2, 2, 2, 2 ];"[ ""John"", ""R."", ""Arthur"", "","", ""Jr"", ""."" ]"
[ 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 5, 0, 5, 0 ];"[ ""1909"", ""first"", ""elected"", ""in"", ""1957"", ""as"", ""Progressive"", ""Conservative"", ""member"", ""for"", ""Lotbinière"", "","", ""Quebec"", ""."" ]"
[ 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0 ];"[ "":"", ""Created"", ""in"", ""the"", ""Baronetage"", ""of"", ""the"", ""United"", ""Kingdom"", ""12"", ""December"", ""1806"" ]"
[ 1, 2, 0, 0, 0, 0, 5 ];"[ ""David"", ""Murray"", "","", ""5th"", ""Viscount"", ""of"", ""Stormont"" ]"
[ 3, 4, 4, 4, 4, 0, 5 ];"[ ""La"", ""Grange"", ""Church"", ""and"", ""Cemetery"", "","", ""Titusville"" ]"
[ 1, 2, 2, 2, 0 ];"[ ""Vargas"", ""Llosa"", "","", ""Mario"", ""."" ]"
[ 3, 4, 4, 0, 5, 0, 5, 0 ];"[ ""Embassy"", ""of"", ""Brazil"", "","", ""Washington"", "","", ""D.C"", ""."" ]"
[ 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 4, 0 ];"[ ""He"", ""is"", ""an"", ""elected"", ""member"", ""of"", ""the"", ""National"", ""Academies"", ""'"", ""Institute"", ""of"", ""Medicine"", ""."" ]"
[ 1, 2, 2 ];"[ ""Çerkes"", ""Mehmed"", ""Pasha"" ]"
[ 3, 4, 4, 4, 4 ];"[ ""Recording"", ""Industry"", ""Association"", ""of"", ""America"" ]"
[ 3, 4, 0, 5, 6, 0, 5 ];"[ ""Caesars"", ""Palace"", "","", ""Las"", ""Vegas"", "","", ""Nevada"" ]"
[ 1, 0, 0, 0, 0, 0 ];"[ ""Euripides"", "","", ""in"", ""''Alcestis"", ""''"", "":"" ]"
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ] ;"[ ""''"", ""Lillian"", ""Gish"", "":"", ""An"", ""Interpretation"", ""''"", ""("", ""1927"", "")"" ]"
[ 3, 4, 4, 4 ];"[ ""Hampshire"", ""County"", ""Cricket"", ""Club"" ]"
[ 5, 6, 6 ];"[ ""Camden"", ""Town"", ""Hall"" ]"
[ 0, 0, 5, 6, 0, 5, 6, 6, 6, 0, 0, 0 ];"[ ""'"", ""''"", ""West"", ""Germany"", ""("", ""Federal"", ""Republic"", ""of"", ""Germany"", "")"", ""''"", ""'"" ]"
[ 1, 2, 0, 0, 0, 0 ];"[ ""Joe"", ""Peitz"", "","", ""OF"", "","", ""1894"" ]"
[ 0, 0, 0, 0, 0, 0 ];"[ ""Black"", ""redstart"", "","", ""''Phoenicurus"", ""ochruros"", ""''"" ]"
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ];"[ ""Often"", ""used"", ""for"", ""Middle"", ""Eastern"", ""locations"", ""and"", ""European"", ""locations"", ""."" ]"
[ 0, 0, 0, 0, 3, 4, 0 ];"[ ""Men"", ""'s"", ""Gymnasium"", ""("", ""Indiana"", ""University"", "")"" ]"
[ 0, 0, 0, 0, 0, 0 ];"[ ""Triumph"", "","", ""the"", ""Insult"", ""Comic"", ""Dog"" ]"
[ 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0 ];"[ ""Appointed"", ""by"", ""Pope"", ""Gregory"", ""XII"", ""and"", ""consecrated"", ""between"", ""1408"", ""and"", ""1409"", ""."" ]"
[ 3, 4, 4, 0, 5 ];"[ ""Stadio"", ""San"", ""Nicola"", "","", ""Bari"" ]"
[ 5, 6, 0, 3, 4, 4, 0];"[ ""West"", ""Surrey"", ""("", ""UK"", ""Parliament"", ""constituency"", "")"" ]"
[ 0, 0, 1, 2, 2 ];"[ ""'"", ""''"", ""Jorien"", ""ter"", ""Mors"" ]"
[ 0, 0, 0, 0, 0, 0, 0 ];"[ ""``"", ""Total"", ""Eclipse"", ""of"", ""the"", ""Heart"", ""''"" ]"
[ 3, 4, 0, 0 ];"[ ""A-League"", ""Championship"", "":"", ""2006–2007"" ]"
[ 1, 2, 0, 1, 2 ];"[ ""Meaghan"", ""Benfeito"", "","", ""Roseline"", ""Filion"" ]"
[ 5, 6, 6 ];"[ ""BA"", ""postcode"", ""area"" ]"
[ 0, 0, 3, 0, 0 ];"[ ""'"", ""''"", ""Honda"", ""''"", ""'"" ]"
[ 0, 0, 0, 0, 1, 2, 0 ];"[ ""It"", ""was"", ""produced"", ""by"", ""Buddy"", ""Buie"", ""."" ]"
[ 3, 4, 4, 4, 4, 4, 0, 4, 0];"[ ""The"", ""King"", ""'s"", ""Own"", ""Calgary"", ""Regiment"", ""("", ""RCAC"", "")"" ]"
[ 1, 2, 0, 0, 0 ];"[ ""Will"", ""Solomon"", ""("", ""7"", "")"" ]"
